http://www.adn.com/,Anchorage,ak
http://www.alaskajournal.com/,Anchorage,ak
http://www.anchoragepress.com/,Anchorage,ak
http://www.petroleumnews.com/,Anchorage,ak
http://www.deltadiscovery.com/,Bethel,ak
http://www.thetundradrums.com/,Bethel,ak
http://www.thecordovatimes.com/,Cordova,ak
http://www.deltanewsweb.com/,Delta Junction,ak
http://www.deltawindonline.com/,Delta Junction,ak
http://www.thebristolbaytimes.com/,Dillingham,ak
http://www.thedutchharborfisherman.com/,Dutch Harbor,ak
http://www.alaskastar.com/,Eagle River,ak
http://www.newsminer.com/,Fairbanks,ak
http://www.turnagaintimes.com/,Girdwood,ak
http://www.chilkatvalleynews.com/,Haines,ak
http://homernews.com/,Homer,ak
http://homertribune.com/,Homer,ak
http://capitalcityweekly.com/,Juneau,ak
http://juneauempire.com/,Juneau,ak
http://peninsulaclarion.com/dispatch,Kenai,ak
http://peninsulaclarion.com/,Kenai,ak
http://www.ketchikandailynews.com/,Ketchikan,ak
http://thelocalpaper.com/,Ketchikan,ak
http://www.sitnews.us/,Ketchikan,ak
http://www.kodiakdailymirror.com/,Kodiak,ak
http://www.thearcticsounder.com/,Kotzebue,ak
http://www.nomenugget.net/,Nome,ak
http://www.petersburgpilot.com/,Petersburg,ak
http://www.seldovia.com/seldovia-gazette/,Seldovia,ak
http://www.thesewardphoenixlog.com/,Seward,ak
http://sitkasentinel.com/,Sitka,ak
http://www.skagwaynews.com/,Skagway,ak
http://www.valdezstar.net/,Valdez,ak
http://www.frontiersman.com/,Wasilla,ak
http://www.wrangellsentinel.com/,Wrangell,ak
http://www.akbizmag.com,Statewide,ak
http://alaskahorsejournal.printroom.com/,Statewide,ak
http://www.alaskamagazine.com/,Statewide,ak
http://www.alaskaoutdoorjournal.com/,Statewide,ak
http://www.alaskaadventures.net/,Statewide,ak
http://esterrepublic.com/Republicwelcome.html,Statewide,ak
http://www.mushing.com/,Statewide,ak
http://www.thenorthernlight.org/,Univ of AK Anchorage,ak
http://www.uafsunstar.com/,Univ of AK Fairbanks,ak
http://www.uas.alaska.edu/juneau/activities/whalesong/,Univ of AK Southeast,ak
http://www.sandmountainreporter.com/,Albertville,al
http://www.alexcityoutlook.com/,Alexander City,al
http://www.andalusiastarnews.com/,Andalusia,al
http://www.annistonstar.com/,Anniston,al
http://www.thearabtribune.com/,Arab,al
http://www.enewscourier.com/,Athens,al
http://www.atmoreadvance.com,Atmore,al
http://www.atmorenews.com/,Atmore,al
http://theplainsman.com/,Auburn,al
http://www.gulfcoastnewstoday.com/the_baldwin_times/,Bay Minette,al
http://www.alabamamessenger.com/,Birmingham,al
http://www.al.com/birmingham/,Birmingham,al
http://www.birminghamtimes.com/,Birmingham,al
http://www.bizjournals.com/birmingham/,Birmingham,al
http://www.otmj.com/,Birmingham,al
http://www.brewtonstandard.com/,Brewton,al
http://corridormessenger.com/,Carbon Hill,al
http://pcherald.com/,Carrollton,al
http://www.northwestgeorgianews.com/cherokee_county/,Centre,al
http://www.epostpaper.com/,Centre,al
http://www.chipleypaper.com/,Chatom,al
http://www.thecallnews.com/,Citronelle,al
http://www.clantonadvertiser.com/,Clanton,al
http://www.theclaytonrecordonline.com/,Clayton,al
http://www.shelbycountyreporter.com,Columbiana,al
http://www.cullmantimes.com/,Cullman,al
http://www.cullmansense.com/,Cullman,al
http://www.alexcityoutlook.com/category/dadeville/,Dadeville,al
http://www.southeastsun.com/daleville/,Daleville,al
http://www.decaturdaily.com,Decatur,al
http://www.demopolistimes.com,Demopolis,al
http://www.dothaneagle.com/,Dothan,al
http://www.dothaneagle.com/news/dothan_progress/,Dothan,al
http://www.elba-clipper.com/,Elba,al
http://www.dothaneagle.com/enterprise_ledger/,Enterprise,al
http://www.southeastsun.com,Enterprise,al
http://www.dothaneagle.com/eufaula_tribune/,Eufaula,al
http://www.mytrpaper.com/,Fayette,al
http://www.courierjournal.net/,Florence,al
http://www.timesdaily.com,Florence,al
http://www.lowndessignal.com/,Fort Deposit,al
http://times-journal.com/,Fort Payne,al
http://gadsdenmessenger.com/,Gadsden,al
http://www.gadsdentimes.com,Gadsden,al
http://www.njeffersonnews.com/,Gardendale,al
http://www.oppnewsonline.com/23136/1964/geneva-county-reaperpdf,Geneva,al
http://www.oppnewsonline.com/20680/1964/hartford-newsheraldpdf,Geneva,al
http://www.choctawsun.org/,Gilbertown,al
http://www.greenvilleadvocate.com/,Greenville,al
http://www.clarkecountydemocrat.com/,Grove Hill,al
http://www.gulfcoastnewstoday.com/the_islander/,Gulf Shores,al
http://www.advertisergleam.com/,Guntersville,al
http://www.mynwapaper.com/,Haleyville,al
http://www.hartselleenquirer.com,Hartselle,al
http://www.annistonstar.com/cleburne_news/,Heflin,al
http://www.al.com/huntsville/,Huntsville,al
http://www.speakinoutweeklynews.com/,Huntsville,al
